Team,Logo,42,2022,2021,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
Nebraska,,44,0,0,2,0,0,12,0,14,4,12,16,16,10,0,6,13,1,0,16,6,17,17,17,16,18,18,17,17,17,17,16,16,17,17,16,15,17,16,16,16,13,16
USM,,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,13,10,1,6,4,0,0,0,0,0,4,1,0,0,0,0,0,0,0,5,1
Nevada,,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maryland,,2,0,0,1,0,0,0,0,0,1,0,0,1,0,3,0,2,0,6,4,8,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,7,4,14,7,0,1
Tulsa,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0
Texas Tech,,15,0,0,0,1,1,0,0,0,8,5,1,0,2,17,2,3,16,3,0,1,0,0,0,2,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
CMU,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,,2,2,0,0,0,0,0,0,0,0,0,0,0,8,9,10,0,0,0,0,0,0,0,0,0,0,5,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Boston College,,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,14,12,14,8,0,0,2,0,4,0,0,0,1,6,10,13,0,0,0,0,0,1,0,16,9,2,0,0
Hawaii,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,1,0
Illinois,,5,5,0,0,0,0,0,0,0,0,0,5,0,0,5,6,0,0,0,0,0,10,6,1,0,0,0,1,3,0,0,6,16,17,0,0,0,4,0,11,3,0,0
Rutgers,,8,0,0,0,0,0,0,0,0,0,8,0,0,1,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,,7,0,0,2,1,0,0,4,0,0,0,0,0,8,3,10,16,11,16,0,1,0,0,0,0,0,2,0,0,6,4,13,0,0,0,0,0,0,0,0,0,0,0
Virginia,,7,0,0,6,1,0,0,0,0,0,0,1,0,0,0,6,0,6,16,3,1,0,0,4,16,0,16,17,9,10,9,5,14,8,0,0,0,1,2,0,0,0,0
M-Oh,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purdue,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,9,16,0,6,16,17,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
BGSU,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado St,,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,11,2,3,2,1,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toledo,,7,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marshall,,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyoming,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,2,0,0,5,0,11,0,0,0,0,0,0,0,0
ECU,,6,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0
App St,,9,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WKU,,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMU,,13,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,16,16,16,12,8
